#OTU ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
Lachnospira eligens_A PLC213.8	26872	572	5351	13657	16995	6603	30304	2526	2484	8375	30336	19488	18162	10300	30394	32942	12636	7122	48067	16808	606690	44924	883	3487	4349	3101	643	28372	40347	0	0	0	4252	4709	7192	0	16840	22362	0	12305	0	16763	29076	39325	0	16007	1766	2612	8838	16566	1720	2131	32959	7013	11251	72070	31831	0	45434	0	31199	13990	10757	1243	32636	10884	28392	23707	31565	2390	1142	32084	11794	3247	8329	0	16946	37147	0	0	498	1689	1092	5467	0	13028	42386	60174	3848	2593	9656	1280	1023	6302	4606	17410	0	25002	8472	17939	5489	15070	42609	3687	23707	11380	0	17371	1490	30611	12586	0	2435	10931	1076	0	18275	0	2255	3603
Streptococcus salivarius PLC214.23	2457	940	1213	1842	1123	8766	64445	14423	71746	14894	17406	303529	108237	2928	686	22424	128876	2713	17722	18368	5332	18746	5351	5675	3847	0	8022	1442	1357	2074	8764	1388	10358	210317	4836	0	4504	969	2717	54576	651	0	49612	24852	0	4812	3975	14900	4821	3310	28591	12681	28269	6182	5217	4336	2595	22103	68161	7547	2816	340602	3019	3062	6655	525	21226	1977	6935	2703	3370	37179	909	178179	3212	434	1932	3936	16531	14111	7368	1262270	44224	632	0	25240	45039	34370	96121	8092	19244	956504	0	1885	1341	3188	28254	0	105118	10299	2406	1151	18952	5514	10350	810	13202	15073	17952	15108	38047	4863	7718	3553	8660	1605	187174	4729	4114	1189
Ruminococcaceae PLC214.4	9271	0	2641	22983	8879	16938	3188	4713	3128	23522	18195	20324	6913	6607	28473	43330	11741	2442	10947	18170	18129	2726	6974	67724	13329	8259	1253	5849	897	29120	11693	15773	30382	11924	5717	36659	35458	0	1628	27049	18760	207686	26348	28615	45016	28106	16560	43507	12036	21338	406	15624	12858	12234	23546	32740	14872	2500	29029	4850	39219	5809	2485	2378	13394	6240	7842	11352	8602	1169	6641	13369	19417	0	8977	8038	0	20926	3963	6703	0	4849	0	9451	12302	7758	13243	6857	6706	2519	9617	0	15690	0	0	9492	6115	6673	12981	8494	0	15315	5906	21650	58381	14661	16148	32348	12889	26390	0	4944	14144	4407	41062	14479	0	911	0	3535
Bacteroides ovatus PLC215.11	1587733	2426285	2018023	541661	1251789	566742	31917	138886	28264	76818	44651	277545	174084	1720311	23566	1929893	704213	9162541	393205	393113	7473	957231	1786853	447031	45853	471713	559531	357209	310623	178071	544558	48885	138327	255772	19791	491840	187252	19657	877998	293811	385309	198685	878716	116507	57181	135194	116507	12306	3576116	25176	5079212	219917	1702837	3301391	331976	128524	1397789	8557719	30309	1270	45969	80881	366944	237243	380605	1385457	2184572	1019135	117400	386864	75659	0	2945	191036	23568	194789	81613	76759	1269	170818	6538325	42800	7918	4358	73133	3164835	20841	4835	17867	39464	961227	3671	70099	230260	22103	91444	426568	227793	15736	172122	1020666	241876	63731	298858	100932	780003	99332	208097	517868	397480	15668	115730	10082	13010	132210	204786	47107	854560	453608	59700
Blautia stercoris PLC215.17	86985	0	43482	100391	45737	71973	930826	53902	22390	61706	200746	56390	19683	192148	89512	128435	26444	19447	130913	31913	31235	1023918	9851	664890	65921	25516	23404	18029	173844	129930	65173	59371	76181	41936	9404	107522	54842	43619	30599	214085	63039	40630	92264	84504	48281	313710	7439	31171	84279	94545	111394	91331	99925	245793	38610	23435	163454	24522	76250	0	76157	28403	31802	169860	138989	86804	85861	93362	23069	26981	49642	32568	76672	16288	129009	6913	72218	217896	0	25356	0	30125	774	23462	8153	42010	51156	76755	56764	28021	83186	21959	146766	10406	23063	55837	20629	28994	167159	88622	0	57286	144413	109216	196056	45307	64667	105009	39026	69633	537356	189442	18274	16547	10415	15295	45897	7331	48136	36790
Blautia_A wexlerae PLC215.19	5852	0	5828	53221	11409	117192	90096	4579	10206	34636	2891	139872	9757	24448	55482	148599	45155	0	29857	10683	51729	1620548	32465	254986	33404	16579	990	7477	2182	10027	0	95292	212870	54105	15178	179962	55812	23121	0	796343	111174	32157	47641	119955	33572	117754	0	661147	146935	85531	4908	253052	27974	43398	10987	0	9315	24524	101013	0	135391	2661	8819	40498	69134	10353	19622	38657	1256	7441	1474	2689	125246	31938	48638	3836	26702	10890	0	112134	8597	87388	17840	7386	2176	20837	76889	87600	72279	40465	42492	2737	59662	3157	0	31146	9481	44543	62461	101511	0	7871	69752	108002	206116	71979	45445	616112	0	71095	67442	5953	33972	5184	4698	5858	14453	18176	4539	26230
Bifidobacterium pseudocatenulatum PLC218.18	80090	51439	0	44839	85113	0	464928	0	30599	72732	35701	6798	1832	52222	1012	125278	0	139308	43095	51456	167646	4507	1053578	174484	46476	61782	62188	11613	57521	9773	138313	1045	55991	0	28089	23179	1788	262761	115294	5783	33180	178291	3909	0	170680	45320	33770	90631	42972	4154	88502	0	3102	131564	68439	912	55567	29962	0	157052	41125	26519	47495	57108	2302	24818	1789	762	5221	44362	64040	115121	83848	0	0	172273	2713	7668	168464	82070	64660	0	3962	44064	13532	120561	1114	56873	2899	133398	101512	548	132812	170660	60255	0	1456	18578	5210	93072	50002	4119	0	0	1213	66234	1832	70819	2554	1076	44343	501720	15971	57870	34940	35242	522	87944	23634	0
Phocaeicola vulgatus PLC218.21	1191023	15164928	1405836	108293	1120304	1657485	202657	2320517	90599	385240	3228893	3446577	203053	2503363	232835	1750888	1714445	3415739	2905774	485437	0	1845830	5341826	470041	197257	3184954	5026212	536243	1080218	213319	2206317	150140	766226	419121	322445	880193	1564947	507930	2057918	1044683	848472	309380	755280	762701	118837	26413	309024	408369	4363071	150601	1511346	370700	1730709	2819334	335558	316117	1046363	201547	41553	0	84565	931322	1536307	2446352	1697648	621590	2069639	199175	72823	2625151	465957	48002	279363	754391	434990	1588159	325976	1080075	0	14692	7784499	388429	62128	4317943	932973	4958940	54642	79820	301528	749791	1555225	0	411139	439572	134707	1674251	1334818	1218495	195062	4172464	523920	204124	624557	398970	153938	2379123	727239	881778	325413	155334	265646	104674	54718	77408	134216	877697	92752	817180	2818431	264024
Copromonas sp900066535 PLC218.7	19665	13764	6978	22324	32830	16315	52155	7365	7074	7940	57529	10988	18629	8975	21803	27785	9544	22930	18986	14115	20818	33262	272185	0	13637	10403	8282	16987	43616	6078	14865	0	36092	10974	8787	14937	26068	13844	0	33202	5878	11233	12909	16650	4319	24521	7194	12699	12799	42224	0	5061	18293	26419	11658	30857	15521	27010	22139	0	21955	10350	25881	33670	15429	17582	15215	12131	14968	9541	16886	17973	12036	40848	9777	0	33983	106331	0	33585	1576	11468	3727	3032	4525	12725	23388	26796	14990	13294	10963	3173	69466	37529	5878	12599	8047	16498	24506	24272	0	18053	33913	11696	39038	10135	14887	20132	2487	16738	67535	26998	14575	8589	12074	4211	4765	0	45288	1509
Bifidobacterium pseudocatenulatum PLC219.23	19918	104827	0	26529	140539	32452	546417	87737	2456	8224	11145	13770	0	39486	11217	115644	1185	0	106968	51700	38119	1184	3689	3399221	51837	32900	53252	0	31323	1484	89611	0	52590	0	15362	70045	7461	0	149260	125118	22915	105671	6736	15009	0	64936	0	31315	75559	24814	24378	5616	3920	63277	0	0	26275	19170	3438	47371	94956	7720	82304	45888	4315	12273	4897	2281	0	61446	0	29642	48608	6176	4266	239329	12380	0	25508	109540	46912	41309	0	80921	0	49278	3986	109655	23667	100817	213994	0	96180	180431	135998	15343	71577	7095	23706	112483	0	0	55423	0	3371	0	2728	47390	3234	0	49450	339431	2108	106728	0	0	13942	113068	0	0
Lachnospiraceae PLC221.20	1341	0	1031	2287	1868	3757	1838	0	794	776	1019	9479	4608	1693	4435	6108	1531	2671	2819	1023	752	1123	0	2610	6122	0	518	530	2022	0	647	2174	442	1853	0	2022	2430	0	0	1360	1139	4310	3372	2066	523	742	0	5248	0	2893	0	2219	4207	3798	1185	1410	1433	0	2746	0	2191	1403	1400	2625	1689	645	2512	4544	7974	471	1388	531	1984	1261	5644	0	1952	3441	537	738	0	3790	0	3010	521	798	3348	3698	4997	0	1178	0	2216	1442	1604	3774	2316	2145	4435	2342	0	1061	2214	1256	7744	541	3607	1562	1170	2175	4530	0	1980	1481	1353	1542	1222	0	973	4915
Eubacterium_F sp003491505 PLC221.25	116001	12556	5404	3746	4662	89500	9478	2370	1842	28505	124545	6292	30679	19762	6786	8461	11494	5427	48703	8990	560	3097	5629	4410	2786	11753	2152	1687	69418	25348	4260	17171	1706	3054	23241	9277	71716	10716	125532	19533	2056	18183	26720	10459	4084	1327	611	1402	793	1236	0	6907	1639	6155	5876	5611	136246	2630	2073	0	718	3364	24209	2705	2073	56745	2509	6183	7100	904	116081	2727	666	1401	2062	0	10788	15917	0	543	0	2188	2841	0	3147	4257	2537	4004	2993	3576	2081	6717	3444	2635	6996	36919	35757	44713	7393	36173	0	2791	8469	0	7178	3963	2283	38222	34447	93030	0	970	4672	23166	5050	69263	9669	2245	8319	5644
Christensenellales PLC221.39	17857	7626	38374	6975	0	15017	0	4954	2133	19270	6883	3286	7476	16592	5031	3701	12455	0	30958	4961	1472	2341	731	3741	1117	37491	3694	20328	96625	4427	522	30264	720	4496	11186	3243	49484	0	13588	1306	5868	12095	15984	11312	1731	1044	4146	5344	5394	2852	17323	1632	3467	1073	8000	11770	10174	5652	2062	17443	4513	4757	6814	480	9123	5967	6508	39193	5144	6837	10837	0	1674	0	0	3234	16759	13625	15433	2593	0	908	2292	43709	34996	19084	5316	0	5224	957	13631	996	40472	3502	9722	31076	5253	14716	6939	28732	0	4270	8293	5074	870	5406	8934	625	12988	0	0	0	19207	21602	28242	19003	8409	0	45063	0
Anaerotardibacter sp000435475 PLC221.45	75943	37097	85539	53028	162934	38704	109467	101258	58838	63321	80567	92439	50383	106463	95703	44614	171469	107298	46282	48325	42306	26298	64379	63538	44192	64741	50476	22639	767387	69513	154063	295379	22834	120900	17079	119849	86053	67930	114557	18509	118482	211329	157540	42201	82701	78704	35125	48634	123629	77728	53522	104327	25320	98668	174700	63493	68751	113160	95027	159469	50629	74365	91398	86906	48157	119904	31522	107929	27382	97639	157358	170150	61743	37783	60874	59301	82678	97980	168312	51891	59558	93498	63674	92286	78318	0	84293	32311	74127	53337	67481	101545	93010	2709	116363	214799	53064	74172	158834	181121	0	56045	70664	35909	66299	0	67284	69635	53336	54699	36870	18272	77263	81864	32910	100847	69613	103107	90725	45481
Alloprevotella sp900540885 PLC222.17	38890	1740	41699	16165	28934	19459	0	21278	169849	7576	14280	9594	0	47769	2789	19827	14523	33454	12031	14509	0	20038	17843	10656	2064513	19977	67065	8004	38127	5299	54497	0	2121	21372	36920	36105	20664	5528	24427	4946	27581	20058	25224	9846	0	3887	59779	0	25448	5112	0	45453	0	6449	22211	58616	36828	84620	1970	0	1489	35404	6802	51970	10838	16239	0	22463	291576	0	17282	0	0	32038	16482	4829	20013	10966	970	0	2955	1355	1859	32556	7085	2164	2338	798	5123	9995	14275	0	5308	8506	6865	8144	29049	21532	13543	26612	40043	72980	10041	593	5156	63358	18686	17094	7343	21287	0	21406	6743	4542	0	0	14752	2680	85644	74762
Dialister sp900541485 PLC222.21	9111	0	7766	24874	29652	4562	21082	12148	23537	14689	39195	56395	12118	12918	11551	42972	5974	5441	27407	44386	1580	41865	22186	35858	4213168	2730	2429	18348	12685	106011	18979	34178	22765	41244	0	16052	44632	13413	0	35679	13681	23259	21268	15876	21693	7716	22404	18130	9729	68420	5551	22409	11271	27561	18220	14581	22842	802	15899	1321	37500	0	11441	31244	23300	10951	9023	14117	29087	12499	5265	13032	20261	2433	33569	2813	35123	38210	1284	6761	0	22366	9968	34565	4013	10025	17047	68452	66241	31110	12697	10869	53899	14197	29002	19410	25150	7037	33506	16388	29245	26437	22157	45833	65866	8017	25707	50489	19292	43772	20276	8924	10065	13721	10613	13311	33500	8309	20613	15184
Bacteroides uniformis PLC223.2	406904	182612	60040	0	99149	66373	0	15155	98093	15908	105027	26370	49769	412200	8903	39715	64922	0	28343	34263	0	87285	44885	0	78728	7325491	201230	100783	252968	0	54590	8776	20575	122427	396068	249620	45288	0	0	0	28214	522775	58157	35924	0	0	248732	4116	330289	4405	27883	60330	133030	225460	46220	93354	399035	351681	2412	507	5234	0	85732	88449	64207	574508	154492	34190	75868	55052	39057	0	7712	13521	6061	28053	56495	83531	0	11556	214531	0	0	479090	52245	80936	6128	0	76298	32241	143094	33105	89696	143975	43075	241746	173347	61581	2974	87254	164282	43182	9594	33253	89925	46559	63087	8918	0	167062	206133	9995	22179	1689	12798	66275	43000	53337	88280	117018
Dysosmobacter sp001916835 PLC223.22	17048	0	4889	20884	28382	3907	0	4820	2395	22252	2294	5650	36996	2354	68045	7543	24646	7981	80237	23335	0	0	0	4487	49266	513183	4279	35946	25554	7267	29433	18615	2919	47767	45530	45543	106250	8182	975	3738	8317	10927	27354	30541	3916	10344	15095	0	0	50190	1769	17282	32760	10436	10210	31150	22646	2643	25327	0	3242	4180	62284	3318	44018	102813	25229	44014	110637	9564	8272	4144	3655	1602	53937	0	69601	32183	0	3522	4897	9469	162749	9928	71753	22352	46607	11710	14013	36514	7309	788	46307	17664	36720	124702	20567	8588	15424	84077	0	30269	12836	9629	7784	2447	22386	4038	110831	161209	12647	2094	73816	92569	16779	54113	57062	5126	71096	122750
Eubacterium_G sp000435815 PLC224.12	43424	0	1570	6821	22903	2352	0	0	1031	1123	7042	38471	12330	2415	13207	4017	1139	4560	730	1981	885	1193	1045	34989	1542	7224	1849	7252	27556	1536	9433	10073	4112	2237	837	3059	6420	633	1053	3262	1029	878	4409	75478	0	13592	1439	2011	0	2244	0	1212	4049	4349	1839	6259	88316	0	15842	0	92228	0	111279	1468	1404	39508	3192	134308	1598	471	70474	1048	1250	562	0	0	0	3074	0	0	0	1463	3729	0	0	1078	9851	0	4292	1063	2622	916	1355	1588	4324	7584	11395	1075	8113	0	1617	5588	0	22979	5078	0	650	244502	25215	28202	811	456	1462	6363	942	0	1594	0	613	9958
Anaerobutyricum hallii PLC224.3	0	7795	15313	59251	50855	110602	91086	26109	14095	39206	71664	106127	22929	41562	110123	233412	87831	0	109278	67226	37157	72835	19068	242509	76907	15383	10400	14248	0	9329	14375	63089	326826	46243	29985	126002	59720	89514	0	235406	73457	0	153047	106286	40101	177467	5119	158720	37133	119455	14584	62629	87401	171776	54219	8078	4502	0	89544	0	197668	20227	25805	4607	105361	13426	87128	88982	25641	39420	21324	60755	52143	22599	87664	5976	63708	47868	0	45105	0	31839	0	12856	0	53718	67363	60880	113035	5686	171434	0	75521	14575	43606	42556	35279	34776	52370	27079	18893	31977	61856	145994	214164	38335	68006	227870	114875	227254	13099	3426	19339	24383	6048	10595	36929	11594	14212	19770
Blautia_A caecimuris PLC224.7	1411	2296	4172	7151	3553	46390	10591	981	3348	8711	7611	16486	6640	16096	91109	5022	8161	78030	18562	21068	3335	51623	2678	14125	11300	1089	1346	2221	2197	28974	5586	18016	43199	7668	6586	5569	7248	3200	2711	21864	480868	9398	6110	13532	3073	8431	1510	29567	67263	16204	4248	17605	9756	8709	5938	3781	3936	542	42687	0	26703	13219	5260	39776	5474	9287	5710	6063	3297	2990	9536	0	8979	29932	24375	0	5968	7780	0	2457	0	77630	3875	29965	916	2659	33031	17360	339310	7452	1224019	5149	9423	10405	5166	11271	4334	65485	19316	6056	4201	3463	8528	434323	19670	4789	25625	18745	9744	29853	4033	4981	11558	13660	2671	2737	11140	10244	15482	4448
Faecalibacterium longum PLC227.28	24092	39278	41282	79212	146282	0	0	14369	51648	77117	95311	1661	47543	24549	15419	0	100883	16635	32663	81196	52864	89059	0	54040	34211	8378	23829	49766	79966	43010	75251	86207	12763	42733	11627	89630	61058	254464	14736	85655	45957	15203	67599	170628	61904	25106	102608	27317	26199	22368	31939	22464	44031	21922	34190	31438	30049	54637	2210	44955	28734	70124	53884	11741	11705	92831	39148	34591	46130	32659	19201	0	61146	30102	66556	51411	107312	123588	52471	25787	0	1366	42948	8067	56937	27398	6061	9826	0	63359	74207	14754	84122	43615	24562	43032	3224	255715	112611	73212	72489	45057	126975	0	663	73083	43190	77269	14896	37888	735722	64872	42009	6347	97203	39793	112233	101302	60361	119429
Escherichia coli PLC228.20	5615	74778	3051	34391	101421	23064	64946	34727	0	98398	75058	35796	12470	63948	491586	31712	0	7032	8925	6489	602875	46684	19872	4401286	0	9650	5882898	0	11010	626337	155350	21218	90541	236531	13168	22163	7556	284850	31465	22915	418410	21198	464	25392	116887	40224	0	249388	24719	57388	525851	0	6562	59529	145165	6215	1772	1779502	5797	256901	198205	14090	14954	9717	11912	3137	475	0	0	1610	153605	13929	244919	0	0	281253	68088	16968	300028	14484263	0	0	4140	13391	142207	43635	3410	72900	4214	190704	4027	0	80864	791225	0	27076	30030	0	14626	22679	0	84409	35109	0	192961	911391	20471	54906	116896	16250	0	238445	123144	15444	971026	162760	0	524752	15247	2559
Anaerostipes caccae PLC229.16	2106	831	1500	5164	6442	57221	7935	0	7637	8039	7499	25872	6769	9050	3833	8561	6078	2366	5257	15572	643	18617	6774	4202	8221	1641	1084	2658	5209	2461	14604	10452	3612	1735	4910	8452	7011	9750	1550	3057	8973	1722	4266	15491	1487	5150	3820	293773	732	6665	12255	3021	11964	3106	4994	1743	4845	27213	1206	0	2809	3897	7101	2063	2336	8466	8916	6596	7268	3769	3308	8829	11091	2170	6652	1028	9486	5150	0	89342	0	21997	823	5348	1396	3400	2011	1662	1071	3888	32635	1619	12881	3045	12395	4174	9647	3950	7838	8282	4577	4784	15169	111908	5627	5315	9069	15953	2391	5830	8855	3592	2677	1167	1377	3145	12700	9155	3532	9751
Agathobacter faecis PLC230.14	29946	0	0	0	43068	0	54279	0	16776	34682	20953	7749	90866	70143	71634	0	16965	59214	379755	39042	3701	29760	15537	29763	43995	36643	45295	580033	28439	16976	938	72647	39606	978	3728	26394	90718	10444	0	9110	0	15708	79989	117670	9297	14365	12635	0	19782	0	25521	30106	28210	0	108073	14117	54553	4387	15889	0	43254	1499	44410	91638	72286	23096	13083	100204	124939	54705	13798	13266	24110	0	25720	1126	173608	61674	0	0	0	0	16943	13747	4643	41189	22339	44320	17026	19831	0	0	19478	2735	16084	54528	21627	61125	23331	110574	7847	49978	19237	20327	52128	2105	78198	36080	21487	19357	6585	1528	4519	0	13897	19555	14879	14123	0	93064
Agathobacter faecis PLC231.4	78592	17425	11856	21611	85542	43069	0	13123	18705	30489	2928	27747	88971	107953	87021	14661	17814	10594	216443	42003	0	0	0	70256	69618	12539	276334	24748	803515	19693	29089	42394	32044	768	14762	42060	131951	28144	23003	3538	0	20680	191480	107626	6667	27708	1404	0	22039	74818	15484	5030	46562	27976	90020	24662	57873	1731	20693	0	70061	0	28438	207175	75920	22032	31973	91526	79591	106910	13037	18910	94880	0	85794	3336	105426	2121	0	5509	26908	24091	6977	58416	17234	43495	25540	31790	29661	4716	26358	0	38238	8095	9863	45513	30200	44913	37968	72401	0	32177	41173	10396	72103	4263	82761	64263	3965	23442	0	3335	20371	12304	20557	36784	41230	103207	27216	108051
Klebsiella quasipneumoniae PLC233.19	3051	8564	1672	27989	5101	40863	895	6216	9822	105088	5725	28267	17084	0	19805	27926	7641	9436	4803	10809	752042	243800	8239	0	8819	3929	0	11076	5663	2017032	21893	363291	4195	520330	11580	5034	38285	8601	0	47521	4927	0	3713	9902	8930	51266	3473	128305	3947	23458	86600	2277	13758	3193	14730	4175	5647	8029	1517	711031	985	24195	7502	10197	3414	32335	8271	6694	8568	4336	2851	0	15967	1518	5274	5920	9987	5756	1031434	42060	578	8713	2840	24028	2044	5606	3038	46719	2897	15283	0	0	78041	32826	22242	7612	10163	4704	6940	10810	7043	26957	10406	0	3875	3553	16861	22183	4376	6169	12906	34067	36652	4994	167347	52681	20140	4620	1642	15003
Streptococcus alactolyticus PLC233.9	0	0	533	874	2740	0	4353	985	4986	5583	3163	8418	4790	0	2232	10969	3093	0	1079	4552	1053	6871	1476	3842	0	0	0	671	728	413742	3006	4627	4849	6207	1698	8841	1636	1352	0	17894	4113	0	4746	3654	1230	2996	931	1143	1027	4211	0	3602	1143	601	1915	0	567	0	6423	2425	2949	3190	817	1192	1251	0	454	0	2637	504	595	3415	2468	25882	1711	1257	624	1452	3300	868	0	7810	1460	2276	0	835	6533	6954	3030	1576	2257	40613	6621	0	3313	1652	2332	5725	3243	1496	0	2473	3775	2569	2300	2117	3011	8457	5569	0	7097	541	0	1585	1036	1329	7106	929	477	0
Blautia_A wexlerae PLC235.25	13432	10126	23630	46964	7027	68360	40473	18977	21209	24230	0	29293	19271	12289	84879	224794	131222	1686	11832	25491	27029	4991	38271	277134	15562	6911	12796	0	35052	24244	1141214	124531	317709	17949	27554	96110	27989	0	19385	226827	79306	8665	30270	17847	13829	45823	1402	733044	132334	0	0	84853	18912	38385	0	13962	14996	18235	83352	0	285931	8025	3622	93741	208006	14915	9129	40718	16409	28497	0	8556	137499	12163	33253	1468	12451	16051	0	69855	23427	79887	0	9241	7988	3150	52839	62997	0	46841	0	0	61024	0	14798	29960	15632	31776	120229	63969	41618	0	77186	364852	646686	77240	123729	182909	27421	18947	50776	10574	33891	32263	6482	8271	40486	13261	20948	4336
Dialister sp900538805 PLC235.4	6314	51514	17647	5001	6693	3998	592	18829	0	5652	12154	14490	21842	20133	4276	24787	5277	21028	5752	3443	0	6157	3053	3713	1569	13587	20244	1029	3635	3220	1530620	7409	4638	3477	7312	6523	30683	5356	13899	3998	3735	2230	5839	5932	0	1389	7714	1623	15041	14044	911	5114	3935	10959	1513	1744	6452	4037	3303	0	0	13580	11671	11380	50947	4895	4783	6599	19310	18494	3629	0	1810	0	1497	3958	9916	27311	0	919	49640	14257	6529	39938	6683	24203	0	10685	46427	52890	64829	0	10471	5997	6909	16638	8358	9510	62575	24817	0	25736	3636	1794	17133	12454	12547	0	7424	2074	1063	6235	16232	4898	2544	14490	4807	26958	18685	3284
Weissella paramesenteroides PLC236.24	13293	0	30181	5059	5049	196012	2782	14800	3669	8962	782	9758	4689	2490	65154	7654	2646	10729	9391	246825	0	3739	5594	3343	37743	0	4351	5713	11539	6139	14904	1516789	1826749	15743	5734	8685	32845	12869	2767	6770	39628	10564	8131	5544	1915	5649	935	8664	8222	8863	1798	7844	8040	2738	7245	2327	13153	2911	5104	0	12378	21530	7401	9061	28244	1285	10001	10821	3529	3447	166388	7219	43742	16346	2160	0	5440	5136	0	2129	473	0	2230	845	4965	0	5173	6884	91308	35645	8852	1247	21334	2166	19486	4743	13407	6728	6694	19637	0	6530	10334	0	20094	25229	3731	20217	101601	4873	18362	40674	6908	12827	2793	3517	11260	5255	2486	2263
Copromonas sp000435795 PLC239.15	12902	0	527	27343	583	441671	6374	0	594	21143	3073	3181	1765	634	71873	0	1410	0	20707	3782	824	9089	797	900	3784	41600	2727	1636	22149	624	1188	144414	850184	0	10088	578	17676	684	3957	1147	0	808	8392	13318	30661	52051	898	1021	0	7756	2071	84353	13580	0	1083	8515	54692	0	14591	0	907	871	603	0	75270	1544	4739	1217	16145	4723	1724	0	0	0	2025	0	164694	9293	0	859	0	2256142	35523	0	4100	632	29668	29446	89009	58063	1825	0	44661	912	0	132548	291976	2438	3520	9094	0	7712	651	2725	339228	8049	122584	5518	59766	308746	5030	1933	141479	11970	13212	4725	62078	2050	1390	45959
Mediterraneibacter faecis PLC241.22	28368	0	46599	119858	248789	68796	284639	34208	10559	85800	215398	13035	15132	54682	40020	418203	133711	221265	170321	0	7505	36890	9309	178255	41129	110534	21465	24302	61246	0	24444	57308	57538	1638599	20627	249914	36206	71089	78185	1082499	35863	85474	92805	368231	47740	335112	0	192633	245916	193616	52913	51358	49859	26476	93240	32171	48729	74824	98004	0	121397	63188	0	143202	104757	164292	70324	88718	6854	149715	77365	34940	564866	26030	157191	18735	53963	45932	0	5575	1146	71248	936996	46396	12023	70895	72453	358501	56359	102544	113209	893403	59058	45203	35011	43446	245096	37093	264802	192483	0	63690	434256	306867	390190	169735	152160	159428	44855	168340	26971	38019	42407	39833	0	59857	0	0	90093	32868
Holdemanella porci_A PLC242.17	3764	11892	3578	18044	3286	3267	22391	2247	34237	11462	51247	0	47282	0	56912	27730	3704	0	39448	10975	11692	2670	9585	19507	24477	0	674	22660	0	29434	23035	7543	25419	9573	583143	4139	30810	10095	1651	49273	18875	0	16385	32277	0	34133	13846	0	0	13709	0	16530	15823	21735	15430	45916	9296	0	85710	0	37540	16354	0	6167	44014	467	9538	17784	25393	7060	6680	7165	37715	0	24155	729	9180	28802	0	0	0	82007	814	5019	0	11811	58135	59272	67175	14841	0	6724	16335	5185	17177	12617	0	9946	11056	8462	30272	24704	26750	25268	57760	11610	64343	21283	36925	39970	6229	0	21270	26584	0	13395	16370	4801	3484	14283
Prevotella sp015074785 PLC242.18	70936	127464	10790	24676	42055	101959	0	104343	925806	58935	60825	43291	532779	52534	105628	44492	93304	0	51389	112071	2619	96222	284654	111785	895149	0	72885	1492336	74048	64305	144701	98792	82518	30383	1716442	73278	159162	50437	50454	65295	30673	48814	40321	164473	53429	59646	2436762	2699	39533	229402	0	61591	198460	14798	133022	1095018	96861	0	65454	0	201082	62396	41544	96260	144193	114079	258570	114530	938998	91598	43235	8760	175163	49616	95264	10782	87987	1169448	0	47512	11142	145789	22057	0	73227	0	110373	48861	136894	1094471	51820	383023	97823	0	31970	120986	92100	22524	70026	73555	1639930	515640	85390	17396	120169	39118	175757	58038	85362	44707	402936	0	185795	65358	131615	140410	177945	434317	586866	251522
Dialister invisus PLC242.20	17961	17587	10424	8945	8258	14961	30956	35271	63999	30123	19001	22329	18291	16137	26446	29669	13774	11893	14891	34707	8633	29285	23864	17457	15005	8456	50623	186672	14969	11794	17478	53055	11516	20633	2951479	13107	37643	28576	5774	20057	12139	29409	14957	18806	11202	11702	164235	12615	15512	38063	5234	15961	30144	21881	25040	29311	19007	4393	30987	6562	25579	19712	16649	25694	20880	5704	25150	10218	51650	22028	9067	52564	26046	8434	37043	7460	17018	53784	7138	6100	52293	33681	15382	318817	13513	28226	38951	81241	140005	64403	32342	16146	97765	18589	75157	32136	927195	10080	48750	39727	75295	28109	20581	13913	47506	13524	17786	32403	28800	26981	95112	47533	38606	48296	18664	23262	30868	49787	47034	17934
Acetatifactor intestinalis PLC244.23	8878	4506	77314	15086	14484	15758	13633	1804	2312	5934	14014	58314	35716	5876	28036	12231	24518	0	5355	19570	0	22511	11821	8337	30104	4465	17079	70720	12081	52707	14591	179338	3381	77756	22951	390351	54229	13654	2347	0	13888	23658	37827	18103	8414	6481	1078	12329	2340	4936	1393	4659	17625	37645	12581	363337	18246	5051	17531	0	76616	394	151835	0	54956	51697	12698	220911	163868	45024	45946	2490	37003	22124	1026187	24638	556624	1803939	0	56256	0	92848	0	86867	14925	8626	112626	66317	10276	34002	22900	0	22527	0	24527	250483	5107	24725	13836	21316	0	569579	35681	0	6407	32606	84067	14666	90960	60151	1075	509	47639	29336	41404	204349	33220	0	3355	44807
