#OTU ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76
Eubacterium_G sp000435815 PLC224.12	1658	1020	581	2369	4969	2514	447874	478674	2956	531	661	1974	1287	1091	3008	857	2266	806	2804	9870	10999	29351	16565	18969	57966	87456	2121	7062	7187	1699	1611	167280	4217	0	0	966	882	3943	939	466	6518	747	0	773	2225	822	13308	951	0	0	13509	3902	0	35288	1083	0	771	2893	2148	0	2008	5063	2067	2734	47583	7164	0	1603	536	6395	1618	2741	12224	1027	1930	1258
Anaerobutyricum hallii PLC224.3	70755	54494	0	287465	37377	39607	51227	891425	85194	9851	44660	28145	84095	72781	5429	1759	57849	36461	164479	87346	47982	93281	75359	401035	50420	72044	62848	78576	56926	14270	12215	222763	23659	24034	18369	43014	88451	149232	34049	4923	88698	47497	9036	35754	18481	8200	124754	9973	36639	34373	12305	33327	7476	87831	12004	4012	52117	82818	103796	19047	121080	67917	16908	43921	29239	23651	0	76916	38462	34867	13755	91033	18826	90025	59874	25688
Blautia_A caecimuris PLC224.7	23510	4165	14094	450193	5372	6329	10304	407490	92271	2827	2890	7151	11360	6404	0	426	13482	15154	52553	27262	5511	33963	28531	142159	8597	7713	10280	22140	16571	3646	5207	16082	7547	2901	1276	9570	756062	22481	130654	12656	2350	7794	3500	93788	6584	3136	15249	1890	2100	735	7845	9880	1762	12580	729	543	11014	29599	42652	49638	3087	4956	7547	23269	5183	10872	0	20089	2728	7507	1314	31151	5595	20220	16898	7637
Faecalibacterium longum PLC227.28	21622	60157	0	7570	49046	98741	91622	57742	3065287	24635	43710	9656	126468	44587	14885	0	63647	127993	21150	36867	18124	0	0	18941	99130	1832	59647	51850	43508	100876	2151	20380	14622	25204	6461	67125	8608	15333	34841	41073	2626	45725	43033	44137	1992	27762	32398	58750	50087	22067	28018	16485	35201	31624	14775	12303	13731	50125	2553	90116	19744	30857	153784	43080	91664	25357	82796	92849	1263	65971	56989	48830	152813	21987	242464	111606
Escherichia coli PLC228.20	76603	2118	2164	16288	0	78792	77348	165538	32901	842	202718	0	45882	0	6066	13786	21246	14620	298927	0	690	0	0	18651	3965	14678	24451	37877	34289	77990	0	18542	52100	21814	71595	8039	0	8118	702898	957	503	23607	1074941	1236613	31262	225181	736	204322	583690	772038	0	0	0	506493	134713	55080	136116	41313	0	379310	142801	31772	14574	2412	6487	737759	30265410	6778	4266	0	25663	967434	14185	0	26837	5483
Anaerostipes caccae PLC229.16	2526	5063	562	94663	8023	5061	7046	2805	27427	341699	6206	4274	9636	4605	0	4810	5963	5957	5211	1991	880	1538	1513	5847	14082	504	19175	1859	1715	5797	2242	1810	1721	61455	436	12199	7835	2590	1731	6951	4809	4645	32952	3044	4845	0	8645	1485	0	803	6870	2476	1081	3082	0	0	1187	10368	1006	0	3068	3601	6808	3689	8691	4912	0	7348	917	11926	7819	4859	6329	7636	14532	9151
Agathobacter faecis PLC230.14	0	22774	0	0	0	16843	265150	5120	5539	0	6598	0	42105	16240	5868	8280	0	22713	18064	20174	1848	1658	1234	980	1896	9929	82906	12611	9968	5547	7331	5619	42877	11917	0	45101	0	19369	8387	46714	54183	22221	0	3725	1937	0	37926	11273	1525	61852	137494	50866	0	87906	2363	0	0	1897	784	959	34703	56769	33861	16517	2296	0	1031	104700	0	166623	35820	20018	89323	16506	11769	25088
Agathobacter faecis PLC231.4	0	17937	0	5102	0	20072	346207	0	13567	6781	71397	16292	16468	14322	0	0	20047	5566	26048	16676	419	4747	11367	13114	43255	86878	64799	8625	4359	3251	7380	24970	27084	2931	0	56533	44863	12764	0	40704	116763	32460	476	0	14344	799	88044	9310	0	349897	83548	32248	0	120780	2325	0	32300	4305	1484	3641	48412	77342	35691	29684	32307	46800	0	140814	0	98438	29730	26407	41771	2630	41514	37009
Klebsiella quasipneumoniae PLC233.19	31087	5068	2139	20586	12641	31483	11944	9129	4791	2164	33260	5054	15555	3648	0	0	59971	5209	10770	34970	2341	19508	19386	0	9246	4381	17917	16873	19142	8708	3169	4340	484800	8990	153239	7025	0	15840	20697	17074	4771	0	237984	42400	64729	961429	4000	36669	166650	30095	9266	460202	105932	4622	3917587	190696	8766	20888	2013	21998	1564	936583	16454	982	6208	17967	186162	12245	2484	15006	12435	27643	6636	6382	21771	40209
Streptococcus alactolyticus PLC233.9	757	2116	23859	2426	1483	2212	3224	3081	0	0	1777	2044	3043	2442	0	0	2754	1259	3246	3483	2255	1261	943	6146	9746	1860	8415	3360	2433	1785	1543	1600	3019	0	1088	2395	5222	4231	0	435	0	1590	877	0	945	0	2611	0	2630	0	3913	2621	0	0	1742	1438	963	6069	1307	0	2752	3095	866	3460	6492	4133	568	4416	1888	7900	2727	2597	0	1686	5912	3207
Blautia_A wexlerae PLC235.25	345471	24341	13694	15811	115286	79625	87035	141295	16022	20556	49705	47942	0	38517	28701	998	31001	0	166429	124415	121088	297683	223918	674171	11078	30920	76373	102946	75192	0	35335	69730	14683	0	0	48869	0	167225	0	57172	136443	73718	4517	3398	10402	20061	63193	17035	51222	15483	16734	25660	0	57867	42638	0	47813	80494	949	8616	191487	34493	39469	235787	5393	540435	5222	14355	47566	0	11855	104907	0	627192	135719	10924
Dialister sp900538805 PLC235.4	10562	12011	536	824	6154	5296	18362	3374	0	37793	102578	642	9469	8122	20007	17103	6581	15107	10639	3492	12032	14881	13168	2263	23582	1817	0	3632	2352	28786	1251	1757	760	12634	0	11507	2448	6525	16796	3959	0	1667	511	948	3100	1357	4353	6026	4810	32172	49210	994	40407	1920	0	0	7397	1403	12104	6268	11819	19523	17148	7316	20879	7806	3702	10597	5615	6719	15246	9113	22716	24102	6453	6927
Weissella paramesenteroides PLC236.24	2299	8042	782	8849	8542	10907	173938	58441	2164	33651	2697	9669	3139	7528	20231	8495	4445	7630	35926	2556	15986	2259	1447	11113	11487	0	13690	2900	2243	4133	9313	6791	3361	0	0	23070	8785	54087	3737	7621	285401	24294	459	395	1090	0	10541	0	2444	2375	29480	4792	0	61332	1798	0	4765	16367	5719	0	10147	4531	12339	13741	8534	3013	957	2530	2559	2731	0	23466	5981	9682	25438	4388
Copromonas sp000435795 PLC239.15	91848	1084	0	19851	79811	2779	2767	1627	1483	14237	0	4496	78194	1302	0	0	225672	468	35174	35270	0	719	987	353314	15675	0	860	46411	28915	9351	2544	56822	17535	1948	5103	0	4493	3188	4083	17803	1510	2147	0	1431	288230	0	46045	9561	0	0	4735	4364	30871	42808	718	1188	550254	2671	0	0	962	28728	36693	53242	22823	8757	0	17867	0	1902	47629	36658	21664	81779	8067	225129
Mediterraneibacter faecis PLC241.22	928242	86864	0	279479	37256	60578	59568	35251	189573	104594	80230	79743	192516	101414	258672	0	48745	95362	1006784	415896	252740	159977	119808	1812252	111094	282749	154079	498025	494563	90153	45970	226411	27176	172119	1065	188604	77445	181110	130402	149933	128311	68981	11402	13935	57097	12376	186443	43325	121632	747118	37326	25852	0	234459	33808	0	130766	201643	10236	5937	392119	44581	191646	46522	68630	496668	10738	199121	1012	28253	0	706889	146588	33949	41123	13873
Holdemanella porci_A PLC242.17	9953	9510	0	21389	96498	0	13102	7993	14485	0	1773	31372	19780	9639	0	0	49355	489	379165	15430	0	28181	23151	47567	20711	5721	3089	10969	7503	1199	26350	12079	13873	4357	10605	18636	26908	29086	5674	3554	0	69010	1325	7510	3452	990	22327	0	0	3289	12085	19010	0	2406	2354	4104	21830	21283	21261	4572	9046	6648	30493	12519	10777	16721	0	14938	0	22321	11149	128185	1350	13584	22667	34398
Prevotella sp015074785 PLC242.18	14298	0	6197	30254	1914200	75390	66439	0	21124	33602	9469	725413	73018	0	0	81107	345727	0	74032	76396	2422	12869	14568	67123	25821	1962514	203558	91449	72396	23277	794181	54444	24726	0	0	66836	52918	116945	0	49682	79853	59982	0	0	38251	0	68587	35917	29636	0	55802	42623	4068	137166	1065	0	64922	40100	5005	40516	0	123353	34690	81450	820	41572	7520	112840	0	49463	241547	68374	107256	28079	64016	623520
Dialister invisus PLC242.20	35723	30468	4635	30631	83880	27205	26791	11437	0	5213	49311	63546	17161	33151	27802	10678	35956	7419	47668	19537	23651	19485	16661	41666	35414	722	48459	18686	14485	19034	63719	62207	14010	153926	27336	14521	15394	19909	14051	15205	11643	21515	49421	8469	14776	8437	28917	7093	14305	30623	22501	19052	11144	16852	12266	43288	11888	5648	13066	13740	25797	28312	32142	23199	19136	16072	10141	26747	20420	26600	18453	35040	18813	16657	70146	48421
Acetatifactor intestinalis PLC244.23	0	3908	470	3857	55480	13464	11445	6276	6513	3481	10209	135902	9548	3328	8760	0	18304	554319	65543	11340	10870	1632	2573	0	8893	1625	593372	7196	8695	2784	170982	48856	13628	948	5704	3386	18587	73066	19766	67304	0	69524	9105	32015	142036	0	45690	148481	14391	4522	73193	19216	3239	18443	3155	3910	6445	31657	2189	6231	0	17529	54747	44308	5100	26464	0	61785	1391	22969	939	82539	208792	8121	11524	19890
Bacteroides stercoris PLC246.19	24871	107116	8749	1012	537006	51861	257118	1178	50093	1968575	304694	17265	1244632	47364	197572	0	317404	856350	122028	25777	170009	3506	5230	16639	1188214	4690	5936	45348	32534	3310620	21254	180948	146029	78392	2883	1544809	53315	3570	610673	46990	1650347	17870	0	13812	884072	3286	1391108	366874	69661	149768	29726	174899	17005	506119	0	3033	95244	201295	196336	16219	355293	124932	359169	8300	2884291	143248	26674	235917	72846	18630	96450	168470	2802268	599796	100330	947460
Fusicatenibacter saccharivorans PLC246.34	54216	0	1955	13369	30496	97511	45485	37685	14672	1883	7692	7470	639482	0	26984	0	27290	110546	62088	113722	5872	83007	55480	37285	45152	0	121449	126522	96302	108412	4014	74359	1389	16275	0	109120	36475	14190	15641	48230	15977	26647	1573	8712	27030	0	43536	23286	0	0	23235	5092	0	45236	11292	0	16987	0	1788	16101	31977	9849	11411	69982	3464	0	958	44972	1850	5682	35750	51544	39247	45823	26630	33856
Agathobaculum butyriciproducens PLC247.18	4680	8251	1041	4645	24315	17832	44956	0	10922	94629	36146	21234	27369	0	91869	103291	18431	79087	13873	730	23861	0	24976	18318	7510	9580	8663	3045	0	69864	28504	15383	53922	156331	0	37868	0	8442	43284	3462	16620	9099	0	0	38600	18530	56041	14822	2493	10793	7137	34474	9765	72286	39765	7415	30117	22540	2644	30830	56636	37809	45322	1660	69346	3231	23179	55426	0	148407	90990	13195	109508	38383	16468	40218
Anaerostipes hadrus PLC247.23	68557	35800	2973	84916	42953	51728	91576	178311	234671	76695	40701	69561	151841	43238	15381	5715	83379	87930	94136	130213	68732	106087	78281	364204	39400	122248	81073	122984	91136	23257	43838	110553	31812	66542	1579	100113	108762	108029	23070	97951	114672	47780	0	0	42612	0	121623	60260	152045	62703	48363	46114	11693	100520	9496	0	54741	71882	72622	33495	86586	67279	54505	59685	23470	126475	0	128968	14394	71965	15009	95715	65993	210107	148700	44616
Faecalibacterium longum PLC248.14	10481	43840	1558	12803	60700	35805	139311	2356	0	19678	875503	10850	315236	37141	1238	0	58979	184388	39837	20335	5885	843	0	27971	199212	1716	207321	24222	17076	208460	8371	34553	5436	0	0	59213	11008	39963	4553	45784	10948	55037	1632	11581	19616	0	209618	19998	0	8096	56391	17669	0	94155	0	0	0	53059	1496	0	16764	58399	91708	57143	145814	0	0	153727	2114	82365	104252	30589	45216	11346	94022	97760
Blautia_A sp003471165 PLC248.17	97922	44731	81626	2529805	74183	27129	62485	40486	56031	24004	25122	118524	581003	64362	12807	300976	40563	502373	210216	87600	58539	54436	42844	271682	62951	58344	65802	75545	56934	135765	79675	142825	52691	500408	13003	60719	73190	215494	385160	238027	139816	201189	0	593558	43207	27856	103334	23910	336318	28481	50328	75894	114555	59192	40807	2213	288864	465631	180058	154399	70384	51111	74715	100178	36584	205318	777	151075	33861	123876	28826	154902	596815	73439	302827	25131
Parabacteroides merdae PLC248.7	4492	87135	546	502	36830	16039	48800	582	6226	35308	30119	34642	4861	66550	70357	184793	22903	135159	15121	0	49982	0	0	0	314856	13330	31510	824	0	11392	45645	1377	10198	19387	776	14021	7392	8328	84472	10749	61233	6763	0	14174	19627	0	56724	16779	7527	36695	27435	8373	16042	172950	0	886	6267	0	10840	13110	85411	13438	0	8476	267363	5255	0	79205	44853	42147	0	19589	26432	68091	44652	27192
Eubacterium_I ramulus PLC249.16	48332	3422	2614	12530	34067	74445	11952	13404	546	4996	4536	21755	33470	4033	5708	453	31028	6163	48282	34473	17232	4207	3164	355570	108655	22262	107327	32060	23812	8733	11405	22809	8242	0	0	16264	2812	64737	1996	38907	71134	4527	0	2281	25384	2069	45661	4628	632	181854	12763	13761	3679	19113	8693	0	33839	33779	5231	540	4903	22827	10090	48495	64140	16274	0	30310	1324	80276	48080	37871	65263	9226	4933	34013
Blautia_A faecis PLC250.17	26761	49768	3653	43766	42578	28341	222867	76314	107366	33595	1376	78062	113194	80302	17179	42650	415629	134022	247171	160869	48052	421695	294079	527943	103731	293368	51512	105942	88833	19570	47805	459615	87649	0	22984	148030	68326	138180	79889	114632	285966	159092	6103	72844	196147	22075	96340	24057	14899	25953	58657	101621	13614	145892	10718	7021	112325	312908	23426	18985	22693	314681	182503	162650	60100	54551	0	178798	6021	93959	155562	178832	226765	82277	262068	322559
Clostridium_Q fessum PLC250.2	2310	4633	0	1871	5530	9378	6263	1412	625	29540	4156	5801	0	3638	440	1074	41271	1124	2249	0	817	6660	13565	43139	10612	1032130	32970	0	0	737	3554	2883	1879	0	13425	7520	0	0	1148	376556	0	2878	0	0	196910	0	7184	2954	0	41445	25971	471	483	2289	5704	3012	3908	2272	1256	0	12624	35201	24544	7239	4475	878320	0	11691	3353	13394	4926	0	0	13471	18440	26453
Clostridium_AP scindens PLC250.23	2167	1043	529	6271	1230	1050	1938	5928	12991	1895	1839	1541	889	820	595	2491	2545	6257	3045	3768	631	1618	1903	10880	1869	1612	1832	4174	2678	1731	1252	2893	1018	0	7985	894	18581	3124	6581	1285	9292	1681	602	1037	3747	634	7167	2004	848	1434	1086	1202	1107	2018	2469	2764	3037	9854	8032	0	6968	915	1085	1899	595	2857	0	2339	1896	1547	1129	2274	1860	2972	14655	1899
Pseudoruminococcus massiliensis PLC251.37	20523	8234	1246	2955	12315	4135	24730	4187	3269	58481	11329	6686	12379	5134	11841	0	7098	10791	21059	8427	4379	5551	5761	14991	10235	5601	915	6929	5400	6660	6035	8947	4143	0	716	15652	14952	9018	0	17002	0	10534	13437	0	9516	283093	8587	6452	2334	10975	13882	7453	2223	218040	0	0	1983	12158	1403	4065	5128	15342	11666	5947	7023	12456	3208	25563	1029	0	2708	12682	9019	10540	5338	5448
Ruminococcus_C sp000980705 PLC253.25	8187	998837	4624	65114	40462	187111	121667	0	99912	112163	633547	47621	602587	1150553	642471	97975	59513	279645	107483	12504	485892	293228	364868	26151	457659	31575	173318	17738	18626	279045	36447	159400	18380	771733	0	222824	152056	50341	190416	96212	132107	176173	0	0	103253	0	370088	66721	0	497119	74653	44314	339394	173659	0	0	9818	18839	10949	23660	378085	101288	133858	35565	591093	83976	0	232146	25758	152435	212255	100018	517461	100748	151975	79566
Akkermansia sp905200945 PLC256.16	1068	871	828	3862	0	6491	5578	1037	5809	33015	36236	3830	4058	0	12849	538533	5378	12656	8837	2283	9016	3368	4436	4879	0	3523	0	5017	3503	8665	7571	11096	2777	6788	1462	9590	1185	2029	0	47883	11019	1717	0	0	3655	0	6645	10164	479	2372	1733	4273	3889	13243	0	649	0	4272	4118	1765	10281	2141	2636	6825	1013	2276	0	13970	29079	0	12826	4576	26509	0	0	5993
Coprococcus sp000154245 PLC258.24	1680	819	695	5723	1062	3075	5509	623	0	0	677	1606	812	1096	567	0	1993	1653	1677	837	1008	3848	2825	5924	1463	1021	3884	834	647	374	1306	2497	2266	0	0	1628	0	0	0	4237	652	650	0	0	1860	0	1669	1405	0	1043	6888	3328	0	6745	671	0	2840	2691	0	0	2075	1183	2765	2067	738	4205	0	5494	0	1970	2850	1734	936	2568	628	1088
Fusicatenibacter saccharivorans PLC258.41	19993	43936	7425	918	79455	187560	74465	54947	35063	12350	50296	33350	35186	39095	55983	36060	61321	71438	80292	96557	34676	144286	102373	141892	41635	95981	144964	103655	83466	0	0	98469	15162	34655	0	176083	0	14285	30338	43404	60322	85965	0	0	30123	0	103420	34413	5407	95852	88012	15866	31524	85580	38687	0	20425	85208	1134	12442	44853	36461	125153	107755	0	7283	758	121946	3679	136483	66335	67193	35409	34274	44925	85887
Mediterraneibacter torques PLC259.12	8187	1188	11607	351221	58953	25466	13854	191211	88292	1756	557515	0	35066	1894	8869	3830	50656	542174	192400	98370	10830	30547	31783	40041	43967	33239	3828	137864	147156	123610	0	237956	19210	752	1485	106623	593943	101436	188813	199455	179471	79733	2146	166077	174018	10793	443825	241779	0	7204	28290	14886	39676	209697	1228	1813	88596	74868	700112	0	370944	7646	71239	151414	70893	15676	0	61912	0	5806	25202	632430	83718	1013529	781064	27784
Bacteroides fragilis PLC264.21	75298	269500	25986	51826	34140	60706	75088	318855	9585182	210810	200418	759959	117893	179158	183831	121773	85577	551926	67484	119481	161539	258837	297381	155889	325446	50089	61358	166259	102895	647236	1429073	80412	111687	2419558	380308	63368	151296	35416	109421	68896	63213	100858	95382	93710	84973	85425	98436	497358	114797	0	40946	99311	1079195	2144642	126520	421859	76412	77176	69139	276215	124618	49268	97884	27372	503539	142938	153215	91000	22052	54511	79543	97686	109296	65013	477726	59814
Clostridium_Q sp000435655 PLC266.14	333890	16909	6323	25626	61513	86477	55908	8495	59624	88397	41487	33657	14354	4112	82024	70101	48040	51263	33562	30164	68346	17282	23614	468525	61315	0	116884	55039	41808	46380	37899	14715	10062	89505	0	31333	0	32511	42954	30940	54964	55111	0	0	3305	0	67612	14575	0	27934	18142	27865	15934	67392	0	0	67739	0	30005	19197	24739	19592	47866	64691	77389	14956	5445	65467	6836	48146	112825	25388	64040	38602	40353	57349
Blautia sp900541955 PLC266.3	17539	1636	3425	7832009	2962	5428	3580	109230	15252	4008	2386	844	3455	1668	2813	4666	20129	1905	3754	12574	6170	122057	96980	14803	4306	0	20904	12065	9175	1131	1126	6327	502	15423	4044	1296	511787	8351	4694	5535	6080	2428	0	4842	3145	0	9329	973	4003	9841	5146	0	0	7057	692	1562	5950	14785	13435	2443	17472	6232	5833	10273	5385	7300	0	8892	28417	12412	1939	4270	6230	2110	10704	18052
Phascolarctobacterium faecium PLC267.4	0	0	4481	82699	1206	3157	14292	0	28302	40069	74613	14319	35153	0	3515	1034	1450	58917	22899	88316	6687	2401	6723	36694	3105	17088	8145	219984	100886	27225	20675	13201	0	3333	0	16282	54311	0	259806	671	11032	12638	37203	73224	248070	0	8409	45334	15487	9758	1341	0	7980	4812	0	0	51615	57932	1260	53680	32178	2321	19961	1715	2332	17821	26191	7907	1685	93712	256917	84611	30568	7722	13143	0
Blautia_A wexlerae PLC268.24	279346	25718	12975	0	51961	83151	79222	95682	0	16198	64064	7667	0	38997	37523	0	19654	0	173724	104752	151064	300847	225221	705144	19013	20461	14822	91987	65814	0	0	59629	17133	0	21491	42596	30973	178198	0	56439	110314	84917	0	0	25661	22193	83363	21454	32490	9819	8720	26609	0	116063	44121	8493	72979	61953	41462	0	147864	37784	31766	331057	13415	463883	3877	15237	28703	0	0	122344	0	515565	191744	0
Acidaminococcus intestini PLC268.25	113808	7555	446	2681	14872	6144	9938	778	22506	1888	7374	1493	9525	5830	3047	1023	6127	2111	9120	3651	2000	581	0	7446	0	3320	5956	3798	3059	29805	1288	11509	3067	651	0	1818	9651	1844	25276	7267	6163	2074	453	985	958	0	9919	16842	517	2278	6329	4479	0	11679	0	0	2874	4449	80119	0	19362	2341	4230	6637	0	1718	2385	7300	5402	9358	32259	8325	5361	6871	8193	7147
Ligilactobacillus ruminis PLC268.42	0	15456	2321	923	9853	9196	20529	0	9998	77206	0	3396	4115	5931	30112	12508	3262	20012	8151	1368	15927	109580	141622	1033	25011	71636	11576	2698	1965	9666	3307	6549	3679	32710	535	14116	0	2541	13996	6751	21310	30233	671	504	7118	0	26397	9721	0	0	13990	9131	1952	67440	0	924	0	11331	919	5059	15325	3985	15069	1286	50895	0	2272	30536	1148	7944	7273	9245	27959	6136	6052	5891
Finegoldia magna PLC268.8	12148	23357	4451218	8390	6156	4427	13437	15172	69586	4763	3922	13094	18091	25591	2461	1228	11532	7117	22781	50008	28735	8976	7537	50842	6103	148650	24248	61370	51558	32102	10174	39391	3250	1685	2978	4964	35370	119076	2210	0	7067	8835	2119	1804	5955	1285	8112	742	0	1081	6862	5952	800	71418	826	0	5492	26338	2565	3561	11490	6558	1561	75983	4445	14553	0	4039	883	0	712	13428	0	18572	9160	13535
Blautia_A wexlerae PLC274.12	732244	19029	9610	54173	21874	34183	106196	142367	12302	15807	38484	56253	0	30979	25575	2171	23489	11272	987423	186057	125762	162094	121642	297295	24424	19674	30185	176579	123058	0	36726	178160	16635	12324	7717	39313	19604	252485	2616	123851	33423	189080	0	1386	42636	14469	126433	10246	29506	123012	48047	34817	4765	32928	19557	2618	238173	86063	41225	2975	225786	17154	22781	160059	17074	292443	6150	37671	60745	0	29584	710852	1615	294493	225454	10632
Streptococcus pasteurianus PLC274.20	54418	11098	168525	12175	11729	13544	18946	27773	20456	13347	81638	1111	17923	10715	5792	26170	94464	3112	29768	37923	8346	13593	8886	257977	21183	2595	31240	37129	28810	13248	1648	6032	10980	13705	32024	5480	67196	18542	26099	5056	1363	8342	72494	22615	38194	8817	10730	6072	41048	146189	7067	11265	34335	8847	9258	17365	21600	49359	40961	3055	17680	13250	31730	26323	19542	30974	0	13539	27316	3174	0	25499	16710	18293	18426	51502
Streptococcus salivarius PLC275.3	64146	96968	37672	131528	23633	30185	26195	15939	917	0	1866	20390	17593	118803	4335	0	1827	0	13016	5127	12716	38644	26964	20163	45096	64794	19758	2379	1572	1977	15700	105744	2027	7380	13911	18211	85113	899936	480	20367	10673	2424	2029	1027	3313	5776	11585	16895	97687	436	5960	8250	1982	5176	26801	20954	28941	32044	83805	2928	23924	8300	12780	10532	25255	13002	4251	4764	25214	0	512	6848	1142	15452	4350	0
Phocaeicola plebeius_A PLC285.16	33154	39647	7337	26108	274981	119859	52155	11463	0	46104	93697	74298	45305	20198	39073	86485	70670	35104	93696	29210	36405	15954	9706	29845	102902	33659	388942	38332	28088	55675	64870	96718	17028	0	0	50137	24019	52448	256310	21416	38914	175812	0	32070	14070	1821	91704	12965	0	95760	130827	37819	35422	157236	1384	0	19455	29285	0	21507	30918	133315	16408	109175	152404	37954	14110	63444	21469	193631	66933	80752	1100292	38840	85736	106609
Lachnospirales PLC285.20	13618	6104	0	3134	4259	1664	27924	118860	12275	23334	104143	10778	10348	5491	16428	62353	17692	17127	30297	19906	9221	129929	103072	58536	13650	0	2337	22555	19459	46153	4621	6133	3507	0	0	157494	0	9137	42199	43124	24147	3214	0	1217	0	6746	3077	0	4850	215634	0	4119	32048	10620	4400	0	385557	178542	23263	0	0	29699	4702	41690	14500	228612	0	42828	3231	21479	8053	35477	19802	20051	7261	11741
Prevotella copri_B PLC286.23	6520	922356	0	2315	438076	1224	10905	6228	85869	74043	125651	196014	47945	901877	39621	41870	131249	35850	93956	0	29387	0	0	25133	9050	2152056	0	816	0	72101	197695	0	15525	39307	2583	49569	0	439974	8843	26412	11271	7232	0	0	9811	113281	20275	27868	36116	40943	8968	19857	24693	42665	0	3168	4043	0	7228	0	47214	35387	59510	0	34927	10320	0	32249	0	19447	237841	37102	91978	16729	15604	232402
Acetatifactor sp900066565 PLC290.12	0	22656	0	0	8843	20564	18843	5399	18280	15308	52764	196785	168641	19784	10138	8638	34980	37808	1918	8332	6763	3421	5866	25466	7611	0	89790	6036	8799	68726	240310	48547	5822	0	0	42598	4358	11629	0	2324	6076	12577	0	0	41872	0	33066	43121	7478	8712	16439	8481	6121	17157	0	0	607	19167	2780	3975	4579	23419	32332	8443	8097	4858	711	6939	1591	26765	72091	0	15628	18256	3487	49085
Bacteroides thetaiotaomicron PLC291.9	5403	77507	17302	60753	70935	53256	547013	26281	1072394	366945	155847	39891	197556	61545	787167	339156	79227	1551897	14890	5587	672758	138776	246855	253790	189080	3429	29144	10984	16102	158538	52073	48821	26348	82571	143122	314686	7198	8807	21477	43188	72172	11492	63149	8321	180069	1332	187916	99782	126142	59640	44596	62066	0	105142	0	55624	12164	51713	157061	3704	441471	52487	78901	4932	210110	0	0	59679	14473	51249	194626	17947	90173	88467	30149	74525
Lentihominibacter faecis PLC292.10	5369	11708	9962	0	7827	48875	15739	2774	6332	9116	5047	23857	12591	10223	112763	1791	17617	1255	139819	19624	94968	1206	1179	10172	14200	3009	11757	20909	16502	8081	18242	9582	11418	624	0	4396	1724	56632	866	4410	6603	8311	0	1234	590	0	18659	5695	1635	961	18426	19343	525	54045	5805	0	5899	35123	0	564	12767	29652	11638	27113	10403	0	0	23586	2903	36867	13723	82185	18690	14905	5602	17862
Anaerostipes hadrus_A PLC296.25	7164	2804	4159	1152	7860	1511	290983	31177	0	2566	658	3951	13454	3666	94568	0	8539	1790	10182	13414	726219	9466	7423	41438	3721	12557	8779	11014	9829	2112	3101	9285	2462	0	0	9900	0	12509	592	8530	9250	4026	0	1389	6157	1008	8930	3452	0	3160	4222	3592	0	12647	0	0	2540	7450	0	0	14483	6495	3891	11106	4659	56127	0	3456	16636	1587	1007	4022	3636	29890	1858	1238
Eggerthella lenta PLC297.6	20085	75229	21532	28978	1443	13555	6259	89336	38486	1662	63928	4545	27650	108941	2277	9947	3333	6723	5162	22650	4988	453018	362546	59893	1300	21650	59781	21435	16037	12970	3460	4569	0	6330	890	32224	22983	4351	24050	4380	23624	1201	6138	31727	17299	2536	4625	463	0	11790	1195	627	24236	0	3464	0	40650	14866	113838	4409	45055	2468	523	3123	1190	4546	698	2767	10090	1925	4139	2272	15583	38042	19514	1402
Enterocloster sp001517625 PLC298.4	243066	664	8549	437398	1726	1233	1197	58937	738014	63603	681	1153	1686	672	451	1053	59792	60792	3359	231449	0	123755	268788	465961	884	76354	7143	268731	157666	1159	1265	1902	1066	0	8736	605	531130	1562	591189	5451	11103	823	1656	10233	90034	2891	3810	5331	0	18289	773	919	459	1035	3908	2557	186310	32770	12853	654	26031	1456	1224	1357	0	134674	0	1021	615390	1187	11938	2673	1989	11562	27995	32193
Lactococcus lactis PLC301.7	3081	1257	2291	0	1446	16033	2544	12077	0	0	1611	617	3818	1536	0	0	865	1676	3204	2853	968	2486	2016	19189	719021	0	1423	2470	1699	0	0	2924	9547	1249	0	611	4858	5266	712	454	3846	830	893	1367	1321	0	0	0	6581	11412	805	6094	0	0	20062	0	3592	6280	11939	0	454	17678	2923	2532	488738	1088	2314	0	6125	3111	1625	3594	5957	1411	4304	1334
Hominisplanchenecus faecis PLC304.6	71315	10983	3239	9106	39916	116397	106901	15698	10402	12981	58441	33127	134205	11866	58511	828	76076	141515	49245	41087	107540	20804	17470	86032	62598	26417	1141207	37819	25290	57596	22035	31336	14576	0	0	216564	42031	35505	5709	27870	51112	89672	4863	2299	25698	3302	37745	59067	1173	7262	50536	22203	0	150054	27319	766	28772	23412	2729	0	26373	58205	126587	58076	73927	42778	0	116988	8226	117383	27099	43787	40458	34323	84471	82310
